timefrom,timeto
2.148958444595337,2.148958444595337
2.1739421851511964,2.1739421851511964
2.1989259257070555,2.1989259257070555
2.223909666262915,2.223909666262915
2.248893406818774,2.248893406818774
2.2738771473746335,2.2738771473746335
2.298860887930493,2.298860887930493
2.323844628486352,2.323844628486352
2.3488283690422116,2.3488283690422116
2.3738121095980707,2.3738121095980707
2.39879585015393,2.39879585015393
2.423779590709789,2.423779590709789
2.4487633312656487,2.4487633312656487
2.473747071821508,2.473747071821508
2.4987308123773673,2.4987308123773673
2.5237145529332268,2.5237145529332268
2.548698293489086,2.548698293489086
2.5736820340449453,2.5736820340449453
2.5986657746008044,2.5986657746008044
2.623649515156664,2.623649515156664
2.6486332557125234,2.6486332557125234
2.6736169962683825,2.6736169962683825
2.698600736824242,2.698600736824242
2.723584477380101,2.723584477380101
2.7485682179359605,2.7485682179359605
2.7735519584918196,2.7735519584918196
2.798535699047679,2.798535699047679
2.8235194396035386,2.8235194396035386
2.8485031801593976,2.8485031801593976
2.873486920715257,2.873486920715257
2.898470661271116,2.898470661271116
2.9234544018269757,2.9234544018269757
2.9484381423828347,2.9484381423828347
2.9734218829386942,2.9734218829386942
2.9984056234945538,2.9984056234945538
3.023389364050413,3.023389364050413
3.0483731046062723,3.0483731046062723
3.073356845162132,3.073356845162132
3.098340585717991,3.098340585717991
3.12332432627385,3.12332432627385
3.1483080668297094,3.1483080668297094
3.173291807385569,3.173291807385569
3.198275547941428,3.198275547941428
3.2232592884972875,3.2232592884972875
3.248243029053147,3.248243029053147
3.273226769609006,3.273226769609006
3.298210510164865,3.298210510164865
3.3231942507207246,3.3231942507207246
3.348177991276584,3.348177991276584
3.373161731832443,3.373161731832443
3.3981454723883027,3.3981454723883027
3.423129212944162,3.423129212944162
3.4481129535000212,3.4481129535000212
3.4730966940558803,3.4730966940558803
3.49808043461174,3.49808043461174
3.5230641751675993,3.5230641751675993
3.5480479157234583,3.5480479157234583
3.573031656279318,3.573031656279318
3.5980153968351773,3.5980153968351773
3.6229991373910364,3.6229991373910364
3.6479828779468955,3.6479828779468955
3.6729666185027554,3.6729666185027554
3.6979503590586145,3.6979503590586145
3.7229340996144735,3.7229340996144735
3.747917840170333,3.747917840170333
3.7729015807261925,3.7729015807261925
3.7978853212820516,3.7978853212820516
3.8228690618379106,3.8228690618379106
3.8478528023937706,3.8478528023937706
3.8728365429496296,3.8728365429496296
3.8978202835054887,3.8978202835054887
3.922804024061348,3.922804024061348
3.9477877646172077,3.9477877646172077
3.9727715051730668,3.9727715051730668
3.9977552457289263,3.9977552457289263
4.022738986284786,4.022738986284786
4.047722726840645,4.047722726840645
4.072706467396504,4.072706467396504
4.097690207952363,4.097690207952363
4.122673948508223,4.122673948508223
4.147657689064082,4.147657689064082
4.172641429619942,4.172641429619942
4.197625170175801,4.197625170175801
4.22260891073166,4.22260891073166
4.247592651287519,4.247592651287519
4.272576391843378,4.272576391843378
4.297560132399238,4.297560132399238
4.322543872955097,4.322543872955097
4.347527613510957,4.347527613510957
4.372511354066816,4.372511354066816
4.397495094622675,4.397495094622675
4.422478835178534,4.422478835178534
4.447462575734393,4.447462575734393
4.472446316290253,4.472446316290253
4.497430056846112,4.497430056846112
4.522413797401972,4.522413797401972
4.547397537957831,4.547397537957831
4.57238127851369,4.57238127851369
4.597365019069549,4.597365019069549
4.6223487596254085,4.6223487596254085
4.647332500181268,4.647332500181268
4.6723162407371275,4.6723162407371275
4.697299981292987,4.697299981292987
4.7222837218488465,4.7222837218488465
4.7472674624047055,4.7472674624047055
4.772251202960565,4.772251202960565
4.797234943516424,4.797234943516424
4.822218684072284,4.822218684072284
4.847202424628143,4.847202424628143
4.872186165184003,4.872186165184003
4.897169905739862,4.897169905739862
4.922153646295721,4.922153646295721
4.94713738685158,4.94713738685158
4.972121127407439,4.972121127407439
4.997104867963299,4.997104867963299
5.022088608519158,5.022088608519158
5.047072349075018,5.047072349075018
5.072056089630877,5.072056089630877
5.097039830186736,5.097039830186736
5.122023570742595,5.122023570742595
5.147007311298454,5.147007311298454
5.171991051854314,5.171991051854314
5.196974792410174,5.196974792410174
5.221958532966033,5.221958532966033
5.246942273521892,5.246942273521892
5.271926014077751,5.271926014077751
5.29690975463361,5.29690975463361
5.321893495189469,5.321893495189469
5.346877235745329,5.346877235745329
5.371860976301189,5.371860976301189
5.396844716857048,5.396844716857048
5.421828457412907,5.421828457412907
5.446812197968766,5.446812197968766
5.471795938524625,5.471795938524625
5.496779679080484,5.496779679080484
5.521763419636344,5.521763419636344
5.546747160192204,5.546747160192204
5.571730900748063,5.571730900748063
5.596714641303922,5.596714641303922
5.621698381859781,5.621698381859781
5.6466821224156405,5.6466821224156405
